location_id,city,state,season_year,crop_label,confidence_label,data_quality_flag,sensor_nitrogen,sensor_phosphorus,sensor_potassium,sensor_temperature,sensor_moisture,sensor_ec,sensor_ph,weather_temp_mean,weather_humidity_mean,weather_rainfall_mm,weather_sunshine_hrs,weather_wind_speed,lat,lon,altitude_m,organic_carbon_pct,irrigation_available,moisture_deficit,ec_stress_flag,month_sin,month_cos,soil_drainage_ordinal,drainage_class_encoded,agro_zone_encoded,soil_type_Alluvial,soil_type_Black (Regur),soil_type_Clay,soil_type_Laterite,soil_type_Red,soil_type_Sandy,soil_texture_Clay,soil_texture_Clay Loam,soil_texture_Gravelly Loam,soil_texture_Heavy Clay,soil_texture_Sand,soil_texture_Sandy Loam,soil_texture_Silt Loam,soil_texture_Silty Clay,is_season_Kharif,is_season_Rabi,is_season_Zaid,crop_label_encoded
MH-KNK-01,Mumbai,Maharashtra,2023,Black Gram,high,clean,42.37,20.76,63.69,31.6,34.2,299.0,6.3,31.7,78.2,285.3,5.5,8.3,19.076,72.8777,14,0.26,0,5.670000000000002,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2023,Sesame,high,clean,48.8,24.6,31.22,30.5,36.5,480.0,6.3,30.1,65.2,137.2,4.3,13.2,19.076,72.8777,14,0.26,0,22.78,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,80.76,89.13,173.84,24.8,27.9,867.0,6.0,23.4,43.7,22.5,7.1,6.8,19.076,72.8777,14,0.26,0,25.65,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,84.82,82.39,173.08,20.2,31.6,681.0,7.0,21.6,36.9,20.4,7.2,9.2,19.076,72.8777,14,0.26,0,29.560000000000002,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,81.87,89.48,165.42,17.8,28.4,728.0,6.1,18.9,48.9,29.6,8.1,10.9,19.076,72.8777,14,0.26,0,25.439999999999998,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,116.62,97.74,195.49,21.2,31.9,806.0,5.8,20.9,48.7,25.5,8.0,8.8,19.076,72.8777,14,0.26,0,29.349999999999998,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,123.58,87.85,233.64,26.1,29.1,839.0,6.8,24.9,39.5,28.2,8.1,7.5,19.076,72.8777,14,0.26,0,26.28,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,79.32,69.42,187.44,19.6,27.7,608.0,6.7,18.7,59.0,26.0,8.9,6.5,19.076,72.8777,14,0.26,0,25.099999999999998,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,71.79,76.21,147.02,14.6,32.9,752.0,6.9,15.2,38.7,16.9,7.1,5.3,19.076,72.8777,14,0.26,0,31.209999999999997,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Grape,medium,clean,85.04,69.49,166.93,22.0,23.4,748.0,6.5,23.7,50.4,23.1,9.6,9.0,19.076,72.8777,14,0.26,0,21.09,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2023,Okra,high,clean,54.85,35.74,52.79,38.7,38.6,894.0,6.0,38.3,40.2,5.7,8.3,9.4,19.076,72.8777,14,0.26,0,38.03,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2023,Okra,high,clean,54.19,39.08,35.12,27.8,33.5,572.0,5.7,28.5,28.5,1.8,9.7,14.9,19.076,72.8777,14,0.26,0,33.32,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2023,Okra,high,clean,49.13,39.85,33.93,40.6,28.9,958.0,5.2,39.4,31.5,15.7,9.1,10.7,19.076,72.8777,14,0.26,0,27.33,0,0.8660254037844387,-0.4999999999999998,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2023,Tomato,medium,clean,193.66,90.34,194.25,32.3,32.4,414.0,5.6,32.9,27.9,13.0,9.7,11.9,19.076,72.8777,14,0.26,0,31.099999999999998,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-01,Mumbai,Maharashtra,2024,Sesame,high,clean,35.51,36.32,49.68,30.8,37.1,452.0,5.7,30.2,88.7,323.0,5.1,9.0,19.076,72.8777,14,0.26,0,4.799999999999997,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2024,Groundnut,medium,clean,62.78,29.22,66.89,28.3,34.9,533.0,6.4,29.2,79.0,283.7,5.5,13.2,19.076,72.8777,14,0.26,0,6.529999999999998,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-01,Mumbai,Maharashtra,2024,Sesame,high,clean,89.21,42.38,63.68,29.9,28.5,480.0,6.7,30.9,72.4,184.2,6.8,17.5,19.076,72.8777,14,0.26,0,10.080000000000002,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,22.38,28.24,34.71,26.1,33.3,376.0,7.0,26.7,74.5,196.2,5.3,8.3,19.076,72.8777,14,0.26,0,13.679999999999996,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,23.18,32.75,58.52,28.6,29.0,362.0,6.6,29.4,78.5,201.6,5.4,12.6,19.076,72.8777,14,0.26,0,8.84,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,35.3,29.77,45.12,30.7,36.3,435.0,6.8,28.7,66.7,259.3,4.8,16.0,19.076,72.8777,14,0.26,0,10.369999999999994,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,35.63,30.76,52.83,30.8,31.1,399.0,6.7,31.0,68.5,239.6,6.4,11.6,19.076,72.8777,14,0.26,0,7.140000000000001,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Bajra,medium,clean,76.81,31.79,71.67,29.7,34.0,456.0,6.1,29.8,81.0,215.8,5.9,10.7,19.076,72.8777,14,0.26,0,12.419999999999998,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MH-KNK-01,Mumbai,Maharashtra,2024,Sesame,medium,clean,64.76,46.88,57.04,33.8,28.1,457.0,5.7,31.5,79.0,106.6,6.0,10.6,19.076,72.8777,14,0.26,0,17.44,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,6.66,32.07,70.88,31.9,31.0,462.0,7.1,31.4,87.0,215.7,5.5,17.0,19.076,72.8777,14,0.26,0,9.43,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Black Gram,high,clean,22.42,30.25,49.69,29.9,35.8,749.0,6.7,28.8,87.4,122.2,4.3,16.0,19.076,72.8777,14,0.26,0,23.58,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2024,Sesame,medium,clean,35.67,46.73,76.32,27.1,25.5,508.0,6.9,29.6,86.4,88.8,6.2,10.3,19.076,72.8777,14,0.26,0,16.619999999999997,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,65.61,99.84,162.21,21.6,31.4,941.0,6.9,22.3,37.6,11.1,7.3,11.5,19.076,72.8777,14,0.26,0,30.29,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,77.52,77.8,165.5,22.7,30.3,819.0,6.4,22.4,40.9,10.5,9.0,9.4,19.076,72.8777,14,0.26,0,29.25,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,uncertain,anomaly:extreme_weather,110.34,90.57,171.52,26.5,10.2,788.0,6.8,25.8,58.9,0.0,9.2,8.0,19.076,72.8777,14,0.26,0,10.2,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,63.9,68.57,139.75,16.4,27.6,527.0,6.1,17.1,56.0,19.8,7.3,9.0,19.076,72.8777,14,0.26,0,25.62,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,115.31,95.62,219.36,17.3,33.0,676.0,6.5,18.7,42.1,28.2,8.9,7.8,19.076,72.8777,14,0.26,0,30.18,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,70.46,68.17,163.47,20.9,23.8,783.0,6.6,20.0,42.9,7.2,7.4,8.4,19.076,72.8777,14,0.26,0,23.080000000000002,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,113.45,94.69,190.77,24.2,27.2,853.0,6.4,22.2,42.0,5.2,7.1,6.8,19.076,72.8777,14,0.26,0,26.68,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Grape,medium,clean,62.82,78.69,177.86,24.0,26.0,551.0,6.5,25.9,52.7,17.9,7.6,8.9,19.076,72.8777,14,0.26,0,24.21,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2024,Okra,high,clean,41.42,20.22,29.92,32.0,32.5,519.0,5.6,31.9,41.1,7.5,8.1,13.0,19.076,72.8777,14,0.26,0,31.75,0,0.8660254037844387,-0.4999999999999998,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2024,Okra,high,clean,24.98,26.83,28.6,32.0,29.7,801.0,6.3,31.7,44.9,7.2,9.6,10.3,19.076,72.8777,14,0.26,0,28.98,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2024,Okra,high,clean,41.91,25.99,51.52,38.2,24.6,893.0,6.0,38.8,30.7,5.4,10.6,10.1,19.076,72.8777,14,0.26,0,24.060000000000002,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2024,Tomato,medium,clean,101.88,76.07,162.32,30.4,25.2,703.0,5.3,31.8,26.4,1.3,10.8,12.5,19.076,72.8777,14,0.26,0,25.07,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-01,Mumbai,Maharashtra,2025,Bajra,uncertain,anomaly:extreme_weather,64.36,36.23,59.8,28.3,8.4,457.0,5.6,28.0,71.2,0.0,4.6,14.3,19.076,72.8777,14,0.26,0,8.4,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MH-KNK-01,Mumbai,Maharashtra,2025,Groundnut,medium,clean,39.89,40.73,100.69,30.8,31.6,600.0,5.8,31.0,73.8,330.9,5.6,11.6,19.076,72.8777,14,0.26,0,-1.4899999999999949,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-01,Mumbai,Maharashtra,2025,Sesame,high,clean,42.41,42.65,74.98,25.3,38.9,277.0,6.8,27.1,65.5,255.4,6.2,17.1,19.076,72.8777,14,0.26,0,13.359999999999996,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2025,Green Gram,high,clean,9.8,25.35,63.6,33.1,34.5,428.0,6.3,31.8,89.1,120.2,5.7,17.9,19.076,72.8777,14,0.26,0,22.479999999999997,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-01,Mumbai,Maharashtra,2025,Green Gram,high,clean,31.72,14.34,57.51,28.5,34.6,385.0,5.8,28.2,77.3,225.6,5.6,13.6,19.076,72.8777,14,0.26,0,12.04,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-01,Mumbai,Maharashtra,2025,Sesame,high,clean,56.1,39.84,40.05,31.2,35.8,515.0,6.4,30.9,65.9,348.5,4.7,13.9,19.076,72.8777,14,0.26,0,0.9499999999999957,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2025,Sesame,uncertain,anomaly:sensor_drift,78.05,48.86,51.42,28.9,27.9,527.0,5.9,28.3,85.3,235.4,6.8,8.8,19.076,72.8777,14,0.26,0,4.359999999999996,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2025,Black Gram,high,clean,38.59,26.64,48.8,26.7,34.0,410.0,6.9,26.2,86.8,87.4,4.5,12.2,19.076,72.8777,14,0.26,0,25.259999999999998,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2025,Groundnut,medium,clean,36.44,48.01,89.96,31.7,35.0,514.0,5.7,29.7,72.5,174.7,5.2,13.8,19.076,72.8777,14,0.26,0,17.53,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-01,Mumbai,Maharashtra,2025,Sesame,high,clean,38.34,37.61,50.64,26.8,27.4,432.0,6.0,27.1,80.0,260.6,5.7,17.9,19.076,72.8777,14,0.26,0,1.3399999999999963,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-01,Mumbai,Maharashtra,2025,Green Gram,high,clean,3.08,19.56,50.89,26.1,30.1,584.0,6.0,26.8,67.8,82.4,4.9,11.7,19.076,72.8777,14,0.26,0,21.86,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-01,Mumbai,Maharashtra,2025,Black Gram,high,clean,37.88,39.36,34.76,32.2,34.5,294.0,6.9,31.0,71.1,173.4,5.4,13.0,19.076,72.8777,14,0.26,0,17.16,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,113.52,99.27,210.12,27.6,29.1,723.0,6.5,25.8,36.4,3.0,9.3,10.4,19.076,72.8777,14,0.26,0,28.8,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,86.67,97.46,160.32,21.0,27.9,960.0,6.1,21.3,42.8,5.1,8.2,10.1,19.076,72.8777,14,0.26,0,27.389999999999997,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,87.47,69.52,145.02,23.4,26.7,731.0,6.7,23.4,50.6,20.5,9.9,8.6,19.076,72.8777,14,0.26,0,24.65,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,56.13,80.28,167.21,17.7,33.6,441.0,6.9,17.2,51.4,11.3,8.0,8.4,19.076,72.8777,14,0.26,0,32.47,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,114.43,87.83,155.9,22.8,34.5,600.0,7.0,21.9,46.0,14.5,9.0,9.0,19.076,72.8777,14,0.26,0,33.05,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,115.54,69.48,160.3,18.8,30.0,746.0,6.2,19.4,43.4,12.6,7.5,10.8,19.076,72.8777,14,0.26,0,28.74,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,93.74,70.96,147.82,16.0,34.2,835.0,6.0,17.2,50.8,10.2,9.0,9.8,19.076,72.8777,14,0.26,0,33.18,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Grape,medium,clean,61.09,78.67,170.11,18.8,28.6,650.0,6.3,18.8,49.3,29.7,9.4,5.6,19.076,72.8777,14,0.26,0,25.630000000000003,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-01,Mumbai,Maharashtra,2025,Okra,high,clean,51.3,21.41,41.87,31.0,34.2,947.0,6.3,31.5,29.1,0.4,8.6,8.1,19.076,72.8777,14,0.26,0,34.160000000000004,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2025,Okra,high,clean,47.28,26.5,31.7,35.0,26.9,637.0,6.2,34.2,23.1,18.9,10.4,11.9,19.076,72.8777,14,0.26,0,25.009999999999998,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-01,Mumbai,Maharashtra,2025,Chilli,uncertain,clean,82.55,44.29,90.26,34.9,31.0,455.0,7.0,32.5,30.2,14.5,10.2,10.9,19.076,72.8777,14,0.26,0,29.55,0,0.8660254037844387,-0.4999999999999998,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4
MH-KNK-01,Mumbai,Maharashtra,2025,Tomato,medium,clean,125.64,68.34,130.94,28.7,26.2,779.0,5.9,28.6,23.7,10.3,8.5,10.2,19.076,72.8777,14,0.26,0,25.169999999999998,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-02,Thane,Maharashtra,2023,Rice,high,clean,192.51,74.67,148.95,29.8,39.8,677.0,6.2,29.3,82.0,195.4,6.1,16.9,19.2183,72.9783,7,0.68,1,20.259999999999994,0,-1.0,-1.8369701987210297e-16,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
MH-KNK-02,Thane,Maharashtra,2023,Sugarcane,high,clean,157.51,128.56,100.14,31.2,47.6,696.0,7.3,31.5,67.1,318.1,6.2,11.9,19.2183,72.9783,7,0.68,1,15.79,0,-0.4999999999999997,-0.8660254037844388,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21
MH-KNK-02,Thane,Maharashtra,2023,Rice,high,clean,138.07,60.41,124.97,27.4,54.8,845.0,6.1,28.2,84.9,272.7,6.5,11.2,19.2183,72.9783,7,0.68,1,27.529999999999998,0,-0.8660254037844385,-0.5000000000000004,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
MH-KNK-02,Thane,Maharashtra,2023,Black Gram,high,clean,38.86,38.81,34.43,26.6,40.7,640.0,6.8,27.2,84.2,143.8,6.8,14.8,19.2183,72.9783,7,0.68,1,26.32,0,1.2246467991473532e-16,-1.0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
MH-KNK-02,Thane,Maharashtra,2023,Rice,high,clean,106.07,58.61,96.05,29.4,42.7,606.0,6.6,29.4,77.6,136.8,4.6,10.0,19.2183,72.9783,7,0.68,1,29.020000000000003,0,1.2246467991473532e-16,-1.0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
